state,district,year,suicide_count,rainfall_mm,yield_kg_ha,debt_per_farmer,msp_gap_percent,insurance_coverage_percent,crop_failure_percent,risk_level
Punjab,Warangal,2017,36,1435,4834,136147,42,44,24,Low
Andhra Pradesh,Kurnool,2020,27,1493,3422,262409,18,33,6,Low
Andhra Pradesh,Kurnool,2016,83,791,4621,276514,48,51,35,Medium
Telangana,Sangrur,2022,88,1236,3178,250868,24,18,26,Medium
Rajasthan,Sangrur,2016,43,783,3727,276834,9,81,32,Medium
Karnataka,Kurnool,2021,37,310,1948,74440,44,36,28,Low
Andhra Pradesh,Sangrur,2018,37,939,2790,189950,31,49,25,Low
Andhra Pradesh,Warangal,2020,5,1036,1941,156599,18,69,7,Low
Karnataka,Sangrur,2021,59,1464,2480,61159,19,61,58,Medium
Karnataka,Kurnool,2021,53,851,2520,263229,34,57,27,Medium
Punjab,Nagaur,2021,78,1292,3347,191171,49,68,59,Medium
Maharashtra,Kurnool,2021,57,602,1540,90204,17,13,24,Medium
Telangana,Kurnool,2017,113,471,2892,254582,12,82,76,High
Telangana,Kurnool,2022,100,1276,4495,224941,31,5,34,High
Andhra Pradesh,Bidar,2021,137,1772,1258,263451,19,58,74,High
Andhra Pradesh,Bidar,2019,123,1729,3455,210786,15,60,71,High
Andhra Pradesh,Warangal,2022,130,680,3104,207043,19,73,77,High
Telangana,Nagaur,2021,5,1792,3596,92085,11,30,8,Low
Punjab,Warangal,2019,72,448,2511,76104,43,19,35,Medium
Punjab,Bidar,2019,5,1508,3601,214750,32,65,14,Low
Andhra Pradesh,Warangal,2016,24,375,3912,187591,24,73,30,Low
Telangana,Nagaur,2022,5,1375,4726,53446,16,48,15,Low
Punjab,Nagaur,2015,5,1600,3318,171609,48,84,15,Low
Telangana,Sangrur,2021,5,392,3664,108004,47,47,7,Low
Telangana,Kurnool,2019,5,1270,3302,53259,20,45,4,Low
Rajasthan,Sangrur,2016,78,448,2733,143259,9,13,28,Medium
Punjab,Sangrur,2015,80,911,1255,231264,21,67,55,Medium
Karnataka,Bidar,2019,73,314,2710,86731,7,8,31,Medium
Punjab,Kurnool,2017,112,630,3212,55792,13,21,65,High
Maharashtra,Kurnool,2021,5,1353,4337,40567,48,68,22,Low
Punjab,Bidar,2022,92,1316,1329,235459,45,51,53,Medium
Maharashtra,Yavatmal,2017,78,761,2607,253717,16,30,27,Medium
Rajasthan,Kurnool,2019,85,684,1059,154786,22,56,60,Medium
Andhra Pradesh,Bidar,2018,62,530,1967,138654,46,26,33,Medium
Andhra Pradesh,Nagaur,2017,29,918,4199,110722,14,19,11,Low
Maharashtra,Sangrur,2022,189,1656,4295,270740,8,17,73,High
Maharashtra,Kurnool,2022,24,1324,3619,134697,16,25,11,Low
Punjab,Yavatmal,2018,26,1367,4149,193041,38,29,4,Low
Maharashtra,Yavatmal,2019,132,1005,2058,140034,10,23,59,High
Punjab,Nagaur,2016,33,1262,4749,141126,22,50,28,Low
Telangana,Yavatmal,2017,47,1458,1054,76665,23,32,28,Medium
Andhra Pradesh,Warangal,2019,140,632,2578,231610,19,21,54,High
Telangana,Sangrur,2018,97,1281,2910,243092,43,38,44,High
Karnataka,Warangal,2016,65,1318,2179,100729,26,85,67,Medium
Telangana,Warangal,2018,133,1038,1976,219787,45,14,57,High
Rajasthan,Warangal,2019,91,1272,2626,120815,19,44,60,Medium
Maharashtra,Kurnool,2017,60,1173,3962,76023,43,37,44,Medium
Karnataka,Warangal,2015,101,1216,3945,49659,48,16,51,High
Telangana,Yavatmal,2018,87,1206,1012,63370,12,78,72,Medium
Karnataka,Nagaur,2018,106,1453,3936,253274,12,17,35,High
Rajasthan,Yavatmal,2019,91,1438,1459,163624,40,71,69,Medium
Karnataka,Sangrur,2016,53,1495,4007,289125,14,71,36,Medium
Karnataka,Nagaur,2022,40,858,1221,174542,30,26,21,Low
Andhra Pradesh,Kurnool,2019,72,857,3952,131422,25,63,54,Medium
Rajasthan,Kurnool,2022,116,1157,2284,235384,44,18,44,High
Rajasthan,Warangal,2018,110,837,4636,210076,33,23,47,High
Andhra Pradesh,Yavatmal,2017,95,608,4810,288308,20,21,32,High
Maharashtra,Warangal,2018,173,931,4777,271262,22,5,58,High
Telangana,Nagaur,2018,35,914,1561,188069,12,24,14,Low
Karnataka,Yavatmal,2018,120,1531,4884,227190,31,82,78,High
Karnataka,Bidar,2018,29,1312,3926,145871,7,43,24,Low
Rajasthan,Nagaur,2016,109,1147,4274,223823,49,65,70,High
Andhra Pradesh,Sangrur,2018,141,995,1026,294509,22,68,77,High
Rajasthan,Kurnool,2015,110,1492,4699,74387,34,29,66,High
Maharashtra,Kurnool,2017,93,1085,1253,139599,25,14,37,High
Rajasthan,Kurnool,2021,5,1588,3135,140507,18,50,8,Low
Punjab,Warangal,2020,52,1044,2629,51446,30,50,46,Medium
Rajasthan,Kurnool,2021,70,1139,1002,104779,33,22,35,Medium
Telangana,Yavatmal,2019,5,1573,1570,104442,46,51,13,Low
Karnataka,Kurnool,2016,98,1100,3144,177278,20,48,58,High
Rajasthan,Warangal,2015,127,1722,4331,264295,8,38,56,High
Telangana,Bidar,2021,107,1523,3893,117638,25,59,76,High
Andhra Pradesh,Nagaur,2017,24,1757,3418,202109,34,33,8,Low
Karnataka,Nagaur,2016,134,1581,2846,106215,18,10,61,High
Karnataka,Kurnool,2017,89,900,3142,195912,20,42,43,Medium
Maharashtra,Nagaur,2020,7,1284,4862,85786,16,17,6,Low
Maharashtra,Nagaur,2018,36,339,3823,37904,38,83,60,Low
Rajasthan,Nagaur,2021,69,1363,2196,219878,26,9,13,Medium
Karnataka,Nagaur,2019,70,642,4351,229521,11,42,37,Medium
Maharashtra,Yavatmal,2020,186,944,1447,299289,27,19,73,High
Maharashtra,Kurnool,2015,108,900,3172,228768,25,13,38,High
Karnataka,Warangal,2019,94,1082,3368,274533,34,24,33,High
Telangana,Warangal,2018,123,1400,2670,264907,49,77,74,High
Telangana,Warangal,2021,5,734,4755,33679,21,39,1,Low
Andhra Pradesh,Warangal,2021,98,1083,3366,188539,25,21,40,High
Telangana,Yavatmal,2022,117,759,3108,48800,19,38,70,High
Karnataka,Bidar,2018,17,1268,4386,286160,42,82,17,Low
Karnataka,Bidar,2019,60,1777,3746,297104,34,27,10,Medium
Punjab,Sangrur,2018,94,1410,4139,178051,23,46,57,High
Telangana,Nagaur,2020,80,1586,1111,110636,11,54,52,Medium
Karnataka,Kurnool,2018,8,1429,3796,236641,20,85,22,Low
Telangana,Yavatmal,2015,163,1225,3311,242628,26,22,66,High
Telangana,Bidar,2017,67,1349,2492,162957,32,30,34,Medium
Maharashtra,Sangrur,2016,38,865,1461,57278,21,22,23,Low
Punjab,Kurnool,2022,115,1003,3523,278399,20,74,66,High
Telangana,Sangrur,2015,83,746,3337,32460,41,47,64,Medium
Maharashtra,Warangal,2021,122,1578,4424,187048,17,49,65,High
Maharashtra,Kurnool,2019,5,676,1972,83365,9,64,21,Low
Andhra Pradesh,Nagaur,2016,80,963,3407,186270,25,64,57,Medium
Maharashtra,Nagaur,2018,5,1674,3146,89030,10,84,2,Low
Andhra Pradesh,Bidar,2020,128,880,2656,292390,33,16,47,High
Karnataka,Sangrur,2022,5,1155,3109,165467,23,63,8,Low
Maharashtra,Kurnool,2020,55,777,2392,232668,36,69,38,Medium
Punjab,Yavatmal,2022,5,1766,1857,125798,24,85,17,Low
Andhra Pradesh,Warangal,2021,70,729,3355,294603,37,47,26,Medium
Andhra Pradesh,Sangrur,2016,95,1683,4131,65577,46,73,74,High
Andhra Pradesh,Nagaur,2017,179,906,2469,286872,41,6,66,High
Karnataka,Yavatmal,2018,46,461,1553,186844,48,79,42,Medium
Andhra Pradesh,Bidar,2015,5,1447,1804,203217,13,74,18,Low
Punjab,Nagaur,2022,77,1596,2723,144780,46,85,72,Medium
Andhra Pradesh,Kurnool,2018,27,1347,3587,84333,47,21,20,Low
Andhra Pradesh,Yavatmal,2021,5,606,3479,99767,17,52,3,Low
Karnataka,Bidar,2020,26,965,1208,75704,17,73,41,Low
Karnataka,Bidar,2022,5,346,1771,108563,14,32,6,Low
Rajasthan,Warangal,2022,8,985,1585,79294,11,40,14,Low
Rajasthan,Sangrur,2015,147,800,4693,120481,7,23,76,High
Maharashtra,Bidar,2015,5,696,3943,145042,36,79,24,Low
Punjab,Nagaur,2022,13,1249,1620,87771,46,72,33,Low
Telangana,Nagaur,2017,5,958,3986,131131,15,74,12,Low
Karnataka,Yavatmal,2017,49,1326,1083,103366,7,46,40,Medium
Telangana,Sangrur,2022,82,1703,1666,128580,48,17,35,Medium
Rajasthan,Warangal,2019,58,957,1158,291051,41,25,14,Medium
Telangana,Warangal,2021,55,778,1110,298718,34,88,38,Medium
Punjab,Bidar,2022,5,671,2238,211980,19,63,3,Low
Karnataka,Sangrur,2017,42,624,4391,236329,18,54,26,Medium
Andhra Pradesh,Nagaur,2019,44,867,4688,294323,40,52,17,Medium
Telangana,Nagaur,2022,70,1672,3531,208725,41,66,48,Medium
Karnataka,Warangal,2019,137,1785,2027,275289,40,17,46,High
Karnataka,Kurnool,2022,91,1146,1501,132840,9,74,67,Medium
Telangana,Warangal,2015,16,1740,4230,196471,41,66,26,Low
Telangana,Nagaur,2015,5,562,2642,132979,41,42,11,Low
Karnataka,Yavatmal,2018,55,1219,1692,96896,12,63,45,Medium
Maharashtra,Sangrur,2020,189,571,4905,244020,22,7,70,High
Maharashtra,Nagaur,2020,42,506,4694,187998,37,47,29,Medium
Andhra Pradesh,Kurnool,2022,29,1767,4188,121205,6,74,43,Low
Andhra Pradesh,Sangrur,2015,171,1460,1503,286687,47,5,57,High
Punjab,Sangrur,2016,95,915,4966,203620,13,64,59,High
Rajasthan,Yavatmal,2015,62,1222,3982,244738,29,42,24,Medium
Maharashtra,Yavatmal,2020,70,864,2951,132063,43,44,42,Medium
Andhra Pradesh,Warangal,2022,57,581,4979,57690,31,86,63,Medium
Punjab,Sangrur,2015,5,802,4750,103414,30,75,7,Low
Punjab,Kurnool,2016,18,1266,4284,97764,41,61,27,Low
Telangana,Sangrur,2016,33,1070,2947,210926,21,35,10,Low
Rajasthan,Nagaur,2020,5,1632,2878,158344,24,53,7,Low
Andhra Pradesh,Kurnool,2017,124,1069,1015,187029,10,49,71,High
Maharashtra,Bidar,2019,103,713,1024,51050,25,32,58,High
Maharashtra,Kurnool,2016,59,743,4046,167912,15,58,45,Medium
Telangana,Warangal,2020,133,1115,3159,211101,10,38,63,High
Rajasthan,Warangal,2019,5,602,2579,75215,30,57,14,Low
Karnataka,Warangal,2022,70,1491,4285,76229,20,64,60,Medium
Karnataka,Kurnool,2017,82,588,4614,227105,46,25,36,Medium
Telangana,Warangal,2016,5,1455,3032,235320,34,49,4,Low
Andhra Pradesh,Kurnool,2021,5,315,4605,150623,37,64,5,Low
Punjab,Bidar,2015,36,1661,4372,231081,7,28,10,Low
Andhra Pradesh,Sangrur,2020,102,1666,2390,99072,11,20,53,High
Telangana,Warangal,2022,44,1562,3628,117340,10,73,49,Medium
Rajasthan,Yavatmal,2017,44,1618,2141,87748,44,86,54,Medium
Rajasthan,Warangal,2015,203,464,3925,256597,19,11,78,High
Karnataka,Nagaur,2017,118,1168,1811,242650,17,52,61,High
Telangana,Yavatmal,2019,95,1627,1993,102144,46,17,44,High
Punjab,Nagaur,2019,146,1159,2612,235355,32,6,57,High
Maharashtra,Nagaur,2018,117,792,1668,237791,37,79,73,High
Karnataka,Sangrur,2019,73,1278,2187,39695,11,48,60,Medium
Rajasthan,Yavatmal,2016,50,1143,4879,265994,22,54,30,Medium
Andhra Pradesh,Kurnool,2015,143,725,2491,193249,25,62,79,High
Karnataka,Warangal,2019,97,1047,2497,36553,30,44,65,High
Maharashtra,Bidar,2017,9,1378,2793,134512,35,48,16,Low
Maharashtra,Bidar,2020,5,1333,3786,261609,25,84,6,Low
Karnataka,Sangrur,2019,111,326,2013,285043,26,28,40,High
Maharashtra,Yavatmal,2022,61,1585,2391,274497,21,34,21,Medium
Punjab,Kurnool,2018,119,1332,3243,188502,28,38,61,High
Andhra Pradesh,Yavatmal,2018,51,863,1633,223529,12,49,28,Medium
Punjab,Bidar,2016,47,1148,2380,169325,42,30,24,Medium
Telangana,Kurnool,2020,62,1754,2138,68575,17,7,32,Medium
Punjab,Nagaur,2022,121,1281,2360,111219,49,23,64,High
Maharashtra,Yavatmal,2017,141,757,2602,151284,7,42,77,High
Punjab,Yavatmal,2017,5,579,3391,60921,6,48,23,Low
Maharashtra,Kurnool,2021,43,334,2392,265572,41,27,8,Medium
Rajasthan,Yavatmal,2021,62,416,1279,34841,43,71,66,Medium
Andhra Pradesh,Bidar,2016,36,1359,4578,162994,45,82,42,Low
Telangana,Sangrur,2015,43,1793,3652,194434,17,30,21,Medium
Maharashtra,Warangal,2020,64,1394,2427,297825,35,27,13,Medium
Telangana,Bidar,2020,98,575,1891,120073,30,86,78,High
Punjab,Bidar,2016,138,540,1546,273725,7,17,47,High
Rajasthan,Kurnool,2016,5,302,3738,168691,40,55,1,Low
Karnataka,Kurnool,2018,85,1375,4447,53946,31,18,46,Medium
Karnataka,Nagaur,2016,51,963,1572,179485,22,13,17,Medium
Maharashtra,Kurnool,2016,5,1168,2029,67170,40,75,25,Low
Telangana,Nagaur,2019,77,584,1329,93471,9,76,69,Medium
Karnataka,Yavatmal,2020,5,1467,2083,241811,16,79,3,Low
Rajasthan,Kurnool,2020,116,574,2553,129919,27,47,73,High
Rajasthan,Nagaur,2018,57,1527,2195,188964,20,67,42,Medium
Andhra Pradesh,Bidar,2021,116,631,2188,186547,6,48,67,High
Rajasthan,Warangal,2017,106,757,1829,98879,13,57,73,High
Telangana,Bidar,2021,164,630,4338,295735,36,10,53,High
Punjab,Yavatmal,2015,23,1430,3337,145316,23,75,31,Low
Rajasthan,Warangal,2019,5,1167,2232,73923,49,54,20,Low
Telangana,Kurnool,2017,102,1267,1799,171056,21,13,45,High
Andhra Pradesh,Bidar,2020,140,465,3363,236084,39,40,65,High
Karnataka,Nagaur,2022,9,943,1625,160509,29,72,25,Low
Punjab,Yavatmal,2019,148,1007,2521,117594,40,18,72,High
Andhra Pradesh,Warangal,2015,101,389,2795,155801,40,83,74,High
Punjab,Kurnool,2018,155,1758,4601,203497,48,20,65,High
Maharashtra,Warangal,2015,158,816,3665,203333,40,17,65,High
Karnataka,Nagaur,2022,97,1355,1335,110974,46,67,76,High
Andhra Pradesh,Bidar,2015,38,996,4057,241912,26,30,12,Low
Rajasthan,Nagaur,2019,24,1209,4201,170926,49,74,33,Low
Rajasthan,Warangal,2016,76,681,2126,118552,41,18,37,Medium
Andhra Pradesh,Kurnool,2022,44,406,3907,158824,23,42,32,Medium
Telangana,Kurnool,2021,152,1604,3779,257257,15,37,66,High
Maharashtra,Nagaur,2021,77,624,4879,118754,20,17,31,Medium
Andhra Pradesh,Warangal,2020,60,1085,1410,179787,22,84,52,Medium
Andhra Pradesh,Yavatmal,2019,137,1684,3124,266028,40,13,47,High
Punjab,Warangal,2019,80,421,1184,140623,42,71,57,Medium
Rajasthan,Warangal,2022,32,1379,1790,286463,42,76,30,Low
Rajasthan,Nagaur,2018,20,1596,3811,34090,19,52,32,Low
Andhra Pradesh,Bidar,2022,76,1164,4324,246249,31,20,28,Medium
Karnataka,Bidar,2022,5,1226,4491,149968,37,86,23,Low
Maharashtra,Nagaur,2015,5,856,1079,54815,49,82,12,Low
Andhra Pradesh,Warangal,2021,92,611,2076,168307,38,32,50,Medium
Karnataka,Nagaur,2016,97,1502,4118,184473,32,88,75,High
Andhra Pradesh,Kurnool,2015,174,1631,4794,226945,31,10,74,High
Rajasthan,Warangal,2018,94,1261,3364,125149,9,79,74,High
Punjab,Yavatmal,2021,56,1554,4688,99284,11,24,35,Medium
Andhra Pradesh,Nagaur,2021,12,1194,1470,132339,28,88,39,Low
Karnataka,Sangrur,2020,46,974,2439,264989,43,39,17,Medium
Andhra Pradesh,Nagaur,2018,53,1084,3000,235719,41,65,39,Medium
Maharashtra,Kurnool,2022,164,1337,4994,294826,23,35,73,High
Karnataka,Sangrur,2018,74,1345,2155,75520,12,50,59,Medium
Punjab,Sangrur,2022,53,545,1567,91477,25,14,26,Medium
Telangana,Yavatmal,2017,5,810,1911,169148,27,80,22,Low
Punjab,Yavatmal,2019,11,1093,2243,186228,37,88,30,Low
Rajasthan,Kurnool,2015,56,407,2344,215922,30,76,43,Medium
Andhra Pradesh,Sangrur,2021,57,606,4075,211880,20,81,51,Medium
Andhra Pradesh,Warangal,2022,5,1487,4361,220191,38,87,17,Low
Karnataka,Yavatmal,2018,27,482,2844,90721,12,83,45,Low
Rajasthan,Warangal,2019,35,1343,3625,79966,23,49,37,Low
Rajasthan,Warangal,2020,68,1054,3486,282646,40,38,27,Medium
Punjab,Bidar,2016,47,1557,4407,178430,28,19,14,Medium
Rajasthan,Nagaur,2015,20,573,3323,201955,36,77,27,Low
Telangana,Bidar,2021,168,1397,1446,245888,22,27,72,High
Karnataka,Nagaur,2020,124,1471,4413,194334,27,39,67,High
Karnataka,Nagaur,2015,64,1240,4730,250026,18,70,39,Medium
Maharashtra,Nagaur,2017,5,1227,3324,72407,32,31,2,Low
Rajasthan,Sangrur,2021,40,1050,1524,244209,18,60,28,Low
Maharashtra,Bidar,2021,183,340,2507,218499,35,11,77,High
Andhra Pradesh,Warangal,2019,79,1160,3835,173949,36,64,50,Medium
Telangana,Kurnool,2016,8,594,2806,116067,28,76,28,Low
Telangana,Nagaur,2022,5,846,2424,105976,39,56,12,Low
Rajasthan,Sangrur,2022,154,1500,2075,215153,12,29,66,High
Karnataka,Bidar,2019,98,497,4165,52222,19,54,71,High
Rajasthan,Yavatmal,2017,41,1362,3505,176663,43,72,35,Medium
Telangana,Bidar,2015,90,1469,2940,30064,40,12,48,Medium
Telangana,Kurnool,2019,93,896,4226,225346,27,54,51,High
Punjab,Warangal,2017,32,1685,1111,32631,15,84,52,Low
Rajasthan,Yavatmal,2020,40,1400,1061,47878,33,42,33,Low
Maharashtra,Sangrur,2019,5,1075,4925,44568,49,69,20,Low
Andhra Pradesh,Kurnool,2022,122,1094,3222,52650,39,10,60,High
Telangana,Sangrur,2019,48,931,3112,185418,11,48,29,Medium
Punjab,Warangal,2017,5,1585,4992,36408,24,78,37,Low
Karnataka,Yavatmal,2016,5,1292,4863,199259,46,64,9,Low
Rajasthan,Nagaur,2020,150,1014,1758,104474,21,17,71,High
Karnataka,Kurnool,2015,12,950,4397,282051,39,67,12,Low
Punjab,Kurnool,2016,5,1172,1666,81993,31,53,21,Low
Rajasthan,Warangal,2022,76,1317,1569,270310,21,30,25,Medium
Karnataka,Bidar,2022,53,1136,3821,135494,34,82,54,Medium
Rajasthan,Sangrur,2019,40,1322,4851,97573,6,57,36,Low
Telangana,Warangal,2020,34,570,2759,252858,28,71,30,Low
Maharashtra,Yavatmal,2019,48,1620,3385,170594,48,17,12,Medium
Karnataka,Bidar,2019,160,860,4892,216807,44,28,72,High
Andhra Pradesh,Bidar,2021,26,1144,3613,87805,18,84,49,Low
Maharashtra,Warangal,2021,44,645,1192,158376,19,25,18,Medium
Rajasthan,Yavatmal,2017,205,410,1619,273761,18,10,76,High
Rajasthan,Nagaur,2020,29,613,3653,63064,34,61,36,Low
Maharashtra,Nagaur,2016,86,371,1269,99918,6,72,65,Medium
Punjab,Nagaur,2022,75,1732,1507,244117,30,44,38,Medium
Telangana,Nagaur,2020,56,419,2938,123926,39,37,33,Medium
Rajasthan,Yavatmal,2015,112,761,1611,180619,37,10,41,High
Telangana,Sangrur,2017,34,858,1098,259901,6,33,4,Low
Telangana,Yavatmal,2015,23,1323,2545,131096,47,25,15,Low
Rajasthan,Kurnool,2019,163,1536,3747,95195,36,9,73,High
Andhra Pradesh,Warangal,2018,42,1549,3633,164962,45,28,24,Medium
Rajasthan,Warangal,2015,5,803,4312,112762,35,86,23,Low
Maharashtra,Bidar,2021,88,1298,4603,142076,49,69,68,Medium
Telangana,Kurnool,2016,105,1477,2046,249854,40,10,35,High
Rajasthan,Sangrur,2018,77,1525,2373,292120,42,63,43,Medium
Maharashtra,Warangal,2019,11,367,2763,212394,49,84,25,Low
Punjab,Kurnool,2016,74,1537,2933,295591,28,63,39,Medium
Telangana,Kurnool,2022,126,933,2253,137578,36,10,56,High
Rajasthan,Sangrur,2021,39,1222,3520,156888,19,29,18,Low
Punjab,Kurnool,2021,46,1668,4337,256273,17,58,29,Medium
Karnataka,Kurnool,2015,98,490,2996,178388,18,77,72,High
Rajasthan,Sangrur,2021,10,1434,1743,284624,36,75,19,Low
Rajasthan,Yavatmal,2020,82,474,1301,115687,23,55,54,Medium
Rajasthan,Warangal,2017,6,1094,3479,236994,37,55,7,Low
Andhra Pradesh,Nagaur,2015,59,1174,4959,272217,17,30,18,Medium
Punjab,Warangal,2015,38,1023,4727,171668,7,83,45,Low
Punjab,Nagaur,2015,106,1135,1754,76901,45,27,60,High
Andhra Pradesh,Bidar,2020,80,1019,4134,52838,29,30,49,Medium
Karnataka,Bidar,2015,72,308,1235,245963,49,30,28,Medium
Rajasthan,Sangrur,2020,5,1519,2226,216175,34,86,3,Low
Punjab,Kurnool,2020,36,1361,2876,51797,44,19,18,Low
Andhra Pradesh,Nagaur,2018,14,1344,4216,32024,22,61,37,Low
Telangana,Sangrur,2022,5,767,3760,118377,7,67,21,Low
Rajasthan,Sangrur,2019,23,1122,4582,93853,23,66,39,Low
Telangana,Sangrur,2020,20,1101,1800,186894,36,54,20,Low
Punjab,Yavatmal,2021,152,1281,3476,179544,13,13,63,High
Andhra Pradesh,Nagaur,2022,5,843,2473,188169,18,42,8,Low
Andhra Pradesh,Nagaur,2017,15,345,2259,256351,10,88,31,Low
Telangana,Bidar,2016,5,1212,4123,182363,21,42,6,Low
Punjab,Kurnool,2017,13,997,2976,250172,26,34,2,Low
Andhra Pradesh,Yavatmal,2016,81,1004,2356,141153,19,36,43,Medium
Rajasthan,Nagaur,2022,105,1736,1942,224110,23,13,37,High
Telangana,Warangal,2015,130,1027,2051,154451,22,39,68,High
Maharashtra,Warangal,2021,5,1586,2529,138304,26,68,12,Low
Rajasthan,Kurnool,2022,29,1581,2919,179747,32,58,27,Low
Telangana,Sangrur,2015,5,1117,3268,241087,32,86,22,Low
Telangana,Sangrur,2015,5,1136,2018,212177,43,78,7,Low
Telangana,Warangal,2018,68,1018,1233,228012,30,14,17,Medium
Maharashtra,Kurnool,2017,173,1525,2271,265637,13,27,71,High
Karnataka,Sangrur,2022,79,1404,4667,156951,11,87,63,Medium
Telangana,Nagaur,2015,73,1300,2082,188566,44,85,62,Medium
Karnataka,Kurnool,2016,171,555,3875,212075,46,6,66,High
Andhra Pradesh,Kurnool,2022,119,1079,4807,244838,32,8,36,High
Punjab,Bidar,2015,80,1129,4119,78786,43,38,49,Medium
Maharashtra,Sangrur,2015,153,529,3417,271496,30,60,78,High
Rajasthan,Bidar,2018,107,1199,2774,239870,36,86,78,High
Maharashtra,Kurnool,2018,114,1397,4081,168874,28,38,61,High
Karnataka,Bidar,2018,94,882,4720,256710,47,61,51,High
Punjab,Warangal,2017,155,312,2725,294531,37,12,56,High
Punjab,Nagaur,2018,78,1767,1358,103071,45,25,42,Medium
Maharashtra,Warangal,2019,112,763,1448,166080,34,30,53,High
Punjab,Kurnool,2019,91,1596,4501,90263,25,57,64,Medium
Karnataka,Sangrur,2018,24,1404,1704,227156,10,30,2,Low
Rajasthan,Kurnool,2019,183,1098,4275,263614,20,24,77,High
Maharashtra,Nagaur,2021,11,363,3460,205112,15,79,25,Low
Maharashtra,Nagaur,2015,106,383,1058,245196,13,65,64,High
Punjab,Bidar,2019,62,1429,4904,202349,43,64,46,Medium
Karnataka,Nagaur,2016,105,1248,4141,250319,15,14,39,High
Telangana,Sangrur,2018,55,1659,2445,284232,39,39,22,Medium
Rajasthan,Sangrur,2022,76,782,2246,200951,24,8,18,Medium
Telangana,Warangal,2016,128,948,1591,119241,42,29,68,High
Punjab,Kurnool,2015,38,1440,2810,289853,25,19,3,Low
Andhra Pradesh,Yavatmal,2020,5,827,3445,39966,11,18,6,Low
Telangana,Yavatmal,2022,16,1452,1863,154125,26,24,7,Low
Maharashtra,Yavatmal,2016,31,1626,2805,197198,45,18,5,Low
Andhra Pradesh,Kurnool,2017,5,1072,4184,166031,40,83,19,Low
Karnataka,Warangal,2015,114,316,4785,219432,22,22,45,High
Maharashtra,Yavatmal,2016,5,1531,2534,95488,11,80,10,Low
Andhra Pradesh,Sangrur,2017,36,920,2067,82165,18,8,18,Low
Telangana,Nagaur,2022,118,1471,4543,281442,23,72,66,High
Rajasthan,Yavatmal,2019,29,457,4681,89314,28,52,33,Low
Karnataka,Yavatmal,2022,21,1149,2810,117110,23,83,41,Low
Telangana,Warangal,2018,136,1328,3344,259995,27,65,75,High
Andhra Pradesh,Nagaur,2018,5,1604,2534,58669,22,48,10,Low
Telangana,Yavatmal,2018,39,1465,2806,33599,6,34,30,Low
Telangana,Kurnool,2018,43,476,3417,34642,27,65,55,Medium
Punjab,Kurnool,2021,60,1581,3900,172063,46,40,32,Medium
Maharashtra,Kurnool,2020,5,1782,3646,159354,6,71,11,Low
Punjab,Sangrur,2016,38,1210,4306,199290,35,66,28,Low
Telangana,Bidar,2017,20,1790,4931,55530,9,78,42,Low
Maharashtra,Warangal,2016,119,829,3892,160436,24,70,75,High
Rajasthan,Nagaur,2021,20,839,1329,161605,47,87,36,Low
Punjab,Warangal,2018,37,1223,3381,35539,10,13,21,Low
Andhra Pradesh,Yavatmal,2020,105,1418,2319,224202,29,73,70,High
Punjab,Sangrur,2022,179,1588,1782,211731,45,11,72,High
Punjab,Kurnool,2017,120,510,2336,88704,46,23,63,High
Maharashtra,Sangrur,2021,50,878,1061,161458,22,29,20,Medium
Karnataka,Yavatmal,2019,26,1570,2277,53027,33,14,13,Low
Maharashtra,Warangal,2018,5,1436,3299,185586,25,57,2,Low
Karnataka,Bidar,2015,43,497,4718,168923,5,43,26,Medium
Telangana,Nagaur,2019,83,1543,2421,44507,24,42,59,Medium
Telangana,Kurnool,2022,112,404,3721,96600,48,41,65,High
Karnataka,Yavatmal,2019,45,651,2568,213505,14,40,23,Medium
Andhra Pradesh,Yavatmal,2022,14,1468,3398,81782,21,26,15,Low
Maharashtra,Yavatmal,2015,14,352,1148,136998,42,70,32,Low
Telangana,Sangrur,2016,91,1541,1737,271421,19,24,34,Medium
Punjab,Bidar,2021,194,1286,1958,251163,39,17,79,High
Karnataka,Kurnool,2021,55,1359,1372,125719,7,23,28,Medium
Karnataka,Kurnool,2021,5,1576,2165,178269,19,71,15,Low
Telangana,Nagaur,2022,5,1392,4773,109538,8,82,16,Low
Rajasthan,Bidar,2021,77,782,3254,145266,15,7,28,Medium
Maharashtra,Bidar,2022,85,1659,3938,88249,37,71,69,Medium
Karnataka,Warangal,2019,85,963,4499,297064,36,20,21,Medium
Telangana,Sangrur,2019,102,1383,1434,241325,10,77,65,High
Maharashtra,Nagaur,2020,5,1665,4361,36402,46,66,6,Low
Telangana,Kurnool,2016,140,1029,4550,44425,36,14,70,High
Rajasthan,Nagaur,2019,9,1378,4551,89696,38,48,22,Low
Karnataka,Kurnool,2022,115,598,1171,79777,23,52,79,High
Punjab,Kurnool,2016,117,1624,3755,217150,48,71,74,High
Rajasthan,Nagaur,2020,79,1148,4796,185647,19,69,55,Medium
Maharashtra,Nagaur,2016,21,1621,3291,31532,35,15,16,Low
Rajasthan,Sangrur,2021,80,1268,3531,236260,43,12,24,Medium
Punjab,Nagaur,2016,5,385,4126,158633,48,52,4,Low
Karnataka,Warangal,2020,108,346,2763,65572,15,9,50,High
Maharashtra,Warangal,2018,37,1584,1285,185136,26,86,46,Low
